Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Requested Bld,Requested Room,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt
CAS AS105 A7,Alien Worlds,Muirhead,0,Discussion,3,16,CAS,B04,CAS,B04,Thu,12:00pm, 1:00pm,,,1/21/2016,4/28/2016
CAS AS203 A1,Prin of Astro 2,Blanton,4,Lecture,7,36,CAS,502,CAS,502,"Mon,Wed,Fri",11:00am,12:00pm,,20201,1/20/2016,4/29/2016
CAS AS203 A2,Prin of Astro 2,Blanton,0,Lab,1,12,CAS,521,CAS,521,Mon, 5:00pm, 8:00pm,,20201,1/25/2016,4/25/2016
CAS AS203 A3,Prin of Astro 2,Blanton,0,Lab,5,12,CAS,521,CAS,521,Tue, 5:00pm, 8:00pm,,20201,1/19/2016,4/26/2016
CAS AS203 A4,Prin of Astro 2,Blanton,0,Lab,1,12,CAS,521,CAS,521,Wed, 5:00pm, 8:00pm,,20201,1/20/2016,4/27/2016
CAS AS312 A1,Stel Galac Astr,Bania,4,Independent,4,35,CAS,502,CAS,502,"Tue,Thu",11:00am,12:30pm,Primarily for Science Majors,20201,1/19/2016,4/28/2016
CAS AS414 A1,Slr & Spcphysic,Opher,4,Independent,5,30,CAS,502,CAS,502,"Tue,Thu",12:30pm, 2:00pm,Primarily for Science Majors,20201,1/19/2016,4/28/2016
CAS AS441 A1,Observ Astronmy,Clarke,4,Lecture,6,20,CAS,500,CAS,500,"Mon,Wed,Fri",11:00am,12:00pm,,20201,1/20/2016,4/29/2016
CAS AS441 B1,Observ Astronmy,Clarke,0,Discussion,6,20,,,,,Arranged,,,Mts in CAS 500,20201,1/19/2016,4/29/2016
CAS AS441 C1,Observ Astronmy,Clarke,0,Lab,6,20,CAS,500,CAS,500,Wed, 6:00pm,10:00pm,,20201,1/20/2016,4/27/2016
CAS BB498 A1,Honors SEMINAR2,Tolan,1,Independent,0,15,,,,,Arranged,,,"WebReg Restricted, Permission Required",20202,1/19/2016,4/29/2016
CAS BB522 A1,Molec Bio Lab,Spilios,4,Independent,0,40,SCI,162,SCI,162,"Tue,Thu", 1:00pm, 5:00pm,"WebReg Restricted, Permission Required, Email Prof. Tom Gilmore at gilmore@bu.edu to be registered.",20202,1/19/2016,4/28/2016
,,,,,,,SCI,427,SCI,427,"Tue,Thu", 1:00pm, 5:00pm,,,,
CAS BI106 A1,Human Anatomy,Co,4,Lecture,52,210,STO,B50,STO,B50,"Mon,Wed,Fri",11:00am,12:00pm,Not for Biology or BMB major credit Enrollment closes 1/24.,20202,1/20/2016,4/29/2016
CAS BI106 C1,Human Anatomy,,0,Lab,0,20,SCI,448,SCI,448,Tue, 9:30am,11:30am,Class Closed,20202,1/19/2016,4/26/2016
CAS BI106 C2,Human Anatomy,Pasino,0,Lab,2,20,SCI,448,SCI,448,Tue,12:30pm, 2:30pm,,20202,1/19/2016,4/26/2016
CAS BI106 C3,Human Anatomy,Pasino,0,Lab,8,20,SCI,448,SCI,448,Tue, 3:30pm, 5:30pm,,20202,1/19/2016,4/26/2016
CAS BI106 C4,Human Anatomy,Pasino,0,Lab,3,10,SCI,448,SCI,448,Tue, 6:00pm, 8:00pm,Mts w/MET BI106 B4,20202,1/19/2016,4/26/2016
CAS BI106 D1,Human Anatomy,Pasino,0,Lab,4,20,SCI,448,SCI,448,Wed, 8:30am,10:30am,,20202,1/20/2016,4/27/2016
CAS BI106 D2,Human Anatomy,Pasino,0,Lab,9,20,SCI,448,SCI,448,Wed,12:30pm, 2:30pm,,20202,1/20/2016,4/27/2016
CAS BI106 D3,Human Anatomy,Pasino,0,Lab,12,20,SCI,448,SCI,448,Wed, 3:30pm, 5:30pm,,20202,1/20/2016,4/27/2016
CAS BI106 D4,Human Anatomy,Pasino,0,Lab,2,20,SCI,448,SCI,448,Wed, 6:00pm, 8:00pm,,20202,1/20/2016,4/27/2016
CAS BI106 E1,Human Anatomy,Pasino,0,Lab,3,20,SCI,448,SCI,448,Thu, 9:30am,11:30am,,20202,1/21/2016,4/28/2016
CAS BI106 E2,Human Anatomy,Pasino,0,Lab,3,20,SCI,448,SCI,448,Thu,12:30pm, 2:30pm,,20202,1/21/2016,4/28/2016
CAS BI106 E3,Human Anatomy,Pasino,0,Lab,4,20,SCI,448,SCI,448,Thu, 3:30pm, 5:30pm,,20202,1/21/2016,4/28/2016
CAS BI106 F1,Human Anatomy,Pasino,0,Lab,4,20,SCI,448,SCI,448,Fri,12:30pm, 2:30pm,,20202,1/22/2016,4/29/2016
CAS BI106 F2,Human Anatomy,,0,Lab,0,20,SCI,448,SCI,448,Fri, 3:00pm, 5:00pm,Class Closed,20202,1/22/2016,4/29/2016
CAS BI108 AC,Biology 2,Co,4,Lecture,23,35,BRB,122,BRB,122,"Tue,Thu",11:00am,12:30pm,"WebReg Restricted, BU Academy students ONLY",20202,1/19/2016,4/29/2016
CAS BI108 A1,Biology 2,Monette,4,Lecture,11,263,SCI,109,SCI,109,"Mon,Wed,Fri",10:00am,11:00am,Mts w/CAS BI116,20202,1/20/2016,4/29/2016
CAS BI108 A2,Biology 2,Monette,4,Lecture,19,263,SCI,109,SCI,109,"Mon,Wed,Fri",12:00pm, 1:00pm,Mts w/CAS BI116,20202,1/20/2016,4/29/2016
CAS BI108 A3,Biology 2,Monette,4,Lecture,2,158,SCI,109,SCI,109,"Mon,Wed,Fri", 2:00pm, 3:00pm,Mts w/CAS BI116,20202,1/20/2016,4/29/2016
CAS BI108 B1,Biology 2,Spilios,0,Lab,4,22,SCI,303,SCI,303,Mon, 1:00pm, 4:00pm,,20202,1/25/2016,4/25/2016
CAS BI108 B2,Biology 2,Spilios,0,Lab,2,22,SCI,311,SCI,311,Mon, 1:00pm, 4:00pm,,20202,1/25/2016,4/25/2016
CAS BI108 B3,Biology 2,Spilios,0,Lab,8,22,SCI,309,SCI,309,Mon, 4:00pm, 7:00pm,,20202,1/25/2016,4/25/2016
CAS BI108 C1,Biology 2,Spilios,0,Lab,4,22,SCI,303,SCI,303,Tue, 9:00am,12:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 C2,Biology 2,Spilios,0,Lab,0,22,SCI,309,SCI,309,Tue, 9:00am,12:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 C3,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Tue, 9:00am,12:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 C4,Biology 2,Spilios,0,Lab,4,22,SCI,303,SCI,303,Tue, 1:00pm, 4:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 C5,Biology 2,Spilios,0,Lab,1,22,SCI,309,SCI,309,Tue, 1:00pm, 4:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 C6,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Tue, 1:00pm, 4:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 C7,Biology 2,Spilios,0,Lab,3,22,SCI,303,SCI,303,Tue, 5:00pm, 8:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 C8,Biology 2,Spilios,0,Lab,1,22,SCI,309,SCI,309,Tue, 5:00pm, 8:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 C9,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Tue, 5:00pm, 8:00pm,,20202,1/19/2016,4/26/2016
CAS BI108 D2,Biology 2,Spilios,0,Lab,0,22,SCI,309,SCI,309,Wed, 8:00am,11:00am,,20202,1/20/2016,4/27/2016
CAS BI108 D3,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Wed, 8:00am,11:00am,,20202,1/20/2016,4/27/2016
CAS BI108 D4,Biology 2,Spilios,0,Lab,0,22,SCI,303,SCI,303,Wed,12:00pm, 3:00pm,,20202,1/20/2016,4/27/2016
CAS BI108 D5,Biology 2,Spilios,0,Lab,2,22,SCI,309,SCI,309,Wed, 1:00pm, 4:00pm,,20202,1/20/2016,4/27/2016
CAS BI108 D6,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Wed,12:00pm, 3:00pm,Class Closed,20202,1/20/2016,4/27/2016
CAS BI108 D7,Biology 2,Spilios,0,Lab,3,22,SCI,303,SCI,303,Wed, 4:00pm, 7:00pm,,20202,1/20/2016,4/27/2016
CAS BI108 D8,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Wed, 4:00pm, 7:00pm,,20202,1/20/2016,4/27/2016
CAS BI108 E1,Biology 2,Spilios,0,Lab,1,22,SCI,303,SCI,303,Thu, 9:00am,12:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 E2,Biology 2,Spilios,0,Lab,1,22,SCI,309,SCI,309,Thu, 9:00am,12:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 E3,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Thu, 9:00am,12:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 E4,Biology 2,Spilios,0,Lab,2,22,SCI,303,SCI,303,Thu, 1:00pm, 4:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 E5,Biology 2,Spilios,0,Lab,0,22,SCI,309,SCI,309,Thu, 1:00pm, 4:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 E6,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Thu, 1:00pm, 4:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 E7,Biology 2,Spilios,0,Lab,0,22,SCI,303,SCI,303,Thu, 5:00pm, 8:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 E8,Biology 2,Spilios,0,Lab,0,22,SCI,309,SCI,309,Thu, 5:00pm, 8:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 E9,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Thu, 5:00pm, 8:00pm,,20202,1/21/2016,4/28/2016
CAS BI108 F1,Biology 2,Spilios,0,Lab,11,22,SCI,303,SCI,303,Fri,10:00am, 1:00pm,Primarily BU Academy students,20202,1/22/2016,4/29/2016
CAS BI108 F2,Biology 2,Spilios,0,Lab,8,22,SCI,309,SCI,309,Fri,10:00am, 1:00pm,Primarily BU Academy students,20202,1/22/2016,4/29/2016
CAS BI108 F3,Biology 2,Spilios,0,Lab,0,22,SCI,311,SCI,311,Fri, 9:00am,12:00pm,Class Closed,20202,1/22/2016,4/29/2016
CAS BI114 A1,Human Disease,Co,4,Lecture,29,144,CAS,522,CAS,522,"Mon,Wed,Fri", 9:00am,10:00am,,20202,1/20/2016,4/29/2016
CAS BI114 B1,Human Disease,Co,0,Lab,5,24,SCI,442,SCI,442,"Mon,Wed", 3:00pm, 4:30pm,,20202,1/20/2016,4/27/2016
CAS BI114 C1,Human Disease,Co,0,Lab,4,24,SCI,442,SCI,442,"Tue,Thu", 9:30am,11:00am,,20202,1/19/2016,4/28/2016
CAS BI114 C2,Human Disease,Co,0,Lab,5,24,SCI,442,SCI,442,"Tue,Thu", 1:30pm, 3:00pm,,20202,1/19/2016,4/28/2016
CAS BI114 C3,Human Disease,Co,0,Lab,7,24,SCI,442,SCI,442,"Tue,Thu", 3:30pm, 5:00pm,,20202,1/19/2016,4/28/2016
CAS BI114 D1,Human Disease,Co,0,Lab,6,24,SCI,442,SCI,442,"Mon,Wed",11:00am,12:30pm,,20202,1/20/2016,4/27/2016
CAS BI114 D2,Human Disease,Co,0,Lab,3,24,SCI,442,SCI,442,"Mon,Wed", 1:30pm, 3:00pm,,20202,1/20/2016,4/27/2016
CAS BI116 A1,BIOL2 & INTLAB1,Spilios,4,Lecture,0,20,SCI,109,SCI,109,"Mon,Wed,Fri",10:00am,11:00am,"Permission Required, Mts w/CAS BI108",,1/20/2016,4/29/2016
CAS BI116 A2,BIOL2 & INTLAB1,Spilios,4,Lecture,0,20,SCI,109,SCI,109,"Mon,Wed,Fri",12:00pm, 1:00pm,"Permission Required, Mts w/CAS BI108",,1/20/2016,4/29/2016
CAS BI116 A3,BIOL2 & INTLAB1,Spilios,4,Lecture,0,20,SCI,109,SCI,109,"Mon,Wed,Fri", 2:00pm, 3:00pm,"Permission Required, Mts w/CAS BI108",,1/20/2016,4/29/2016
CAS BI116 L1,BIOL2 & INTLAB1,Spilios,0,Lab,0,22,SCI,427,,,"Tue,Thu", 9:00am,12:00pm,Permission Required,,1/19/2016,4/28/2016
CAS BI116 L2,BIOL2 & INTLAB1,Spilios,0,Lab,0,22,SCI,427,,,"Tue,Thu", 5:00pm, 8:00pm,Permission Required,,1/19/2016,4/28/2016
CAS BI116 L3,BIOL2 & INTLAB1,Spilios,0,Lab,0,16,,,,,Arranged,,,Class Closed,,1/19/2016,4/29/2016
CAS BI119 A1,Sociobiology,Traniello,4,Lecture,6,35,BRB,122,BRB,122,"Tue,Thu",12:30pm, 2:00pm,,20202,1/19/2016,4/28/2016
CAS BI119 B1,Sociobiology,Traniello,0,Discussion,3,18,PRB,150,PRB,150,Thu, 2:00pm, 3:00pm,,20202,1/21/2016,4/28/2016
CAS BI119 B2,Sociobiology,Traniello,0,Discussion,3,17,PRB,148,PRB,148,Fri, 2:00pm, 3:00pm,,20202,1/22/2016,4/29/2016
CAS BI206 A1,Genetics,Celenza,4,Lecture,73,127,SCI,109,SCI,109,"Tue,Thu",11:00am,12:30pm,Mts w/BI282/216,20202,1/19/2016,4/28/2016
,,,,,,,SCI,113,SCI,113,"Tue,Thu",11:00am,12:30pm,,,,
CAS BI206 B1,Genetics,Celenza,0,Discussion,11,11,BRB,121,BRB,121,Mon,12:00pm, 1:00pm,"Mts w/BI282 B1, Class Full",20202,1/25/2016,4/25/2016
CAS BI206 B2,Genetics,Celenza,0,Discussion,9,21,PRB,148,PRB,148,Mon,12:00pm, 1:00pm,Mts w/BI282 B1,20202,1/25/2016,4/25/2016
CAS BI206 B3,Genetics,Celenza,0,Discussion,10,21,PRB,146,PRB,146,Mon, 1:00pm, 2:00pm,,20202,1/25/2016,4/25/2016
CAS BI206 B4,Genetics,Celenza,0,Discussion,7,15,SCI,115,SCI,115,Mon, 2:00pm, 3:00pm,Mts w/BI282 B4 Mts w/CAS BI282,20202,1/25/2016,4/25/2016
CAS BI206 C1,Genetics,Celenza,0,Discussion,8,17,BRB,121,BRB,121,Tue, 8:00am, 9:00am,Mts w/BI282 C1,20202,1/19/2016,4/26/2016
CAS BI206 D1,Genetics,Celenza,0,Discussion,4,21,SCI,115,SCI,115,Wed, 8:00am, 9:00am,,20202,1/20/2016,4/27/2016
CAS BI206 D2,Genetics,Celenza,0,Discussion,16,21,KCB,103,KCB,103,Wed,12:00pm, 1:00pm,,20202,1/20/2016,4/27/2016
CAS BI206 D3,Genetics,Celenza,0,Discussion,2,13,COM,109,COM,109,Wed, 2:00pm, 3:00pm,Mts w/BI282 D3,20202,1/20/2016,4/27/2016
CAS BI206 D5,Genetics,Celenza,0,Discussion,6,22,BRB,121,BRB,121,Wed, 2:00pm, 3:00pm,,20202,1/20/2016,4/27/2016
CAS BI216 A1,Intsv Genetics,Celenza,4,Lecture,37,108,SCI,109,SCI,109,"Tue,Thu",11:00am,12:30pm,Mts w/BI206/282,20202,1/19/2016,4/28/2016
,,,,,,,SCI,113,SCI,113,"Tue,Thu",11:00am,12:30pm,,,,
CAS BI216 B1,Intsv Genetics,Loechler,0,Discussion,6,23,PRB,146,PRB,150,Mon,12:00pm, 1:00pm,,20202,1/19/2016,4/29/2016
CAS BI216 B2,Intsv Genetics,Loechler,0,Discussion,7,20,BRB,121,KCB,201,Mon, 2:00pm, 3:00pm,,20202,1/19/2016,4/29/2016
CAS BI216 D1,Intsv Genetics,Loechler,0,Discussion,6,25,BRB,122,BRB,122,Wed, 2:00pm, 3:00pm,,20202,1/19/2016,4/29/2016
CAS BI216 D2,Intsv Genetics,Loechler,0,Discussion,10,23,PRB,150,PRB,150,Mon,11:00am,12:00pm,,20202,1/19/2016,4/29/2016
CAS BI216 E1,Intsv Genetics,Loechler,0,Discussion,6,23,SED,140,SED,140,Tue,10:00am,11:00am,,20202,1/19/2016,4/29/2016
CAS BI216 E2,Intsv Genetics,Loechler,0,Discussion,4,23,PRB,146,PRB,146,Tue, 5:00pm, 6:00pm,,20202,1/19/2016,4/29/2016
CAS BI260 A1,Marine Biology,Buston,4,Lecture,46,120,SCI,113,SCI,113,"Mon,Wed,Fri", 3:00pm, 4:00pm,,20202,1/20/2016,4/29/2016
CAS BI260 B1,Marine Biology,Buston,0,Discussion,7,15,BRB,115,BRB,115,Wed,10:00am,11:00am,,20202,1/20/2016,4/27/2016
CAS BI260 B2,Marine Biology,Buston,0,Discussion,15,15,BRB,115,BRB,115,Wed, 4:00pm, 5:00pm,Class Full,20202,1/20/2016,4/27/2016
CAS BI260 C1,Marine Biology,Buston,0,Discussion,1,15,EPC,206,CAS,320,Thu, 2:00pm, 3:00pm,"Mts in BRB 219, 2nd floor conference room",20202,1/21/2016,4/28/2016
CAS BI260 C2,Marine Biology,Buston,0,Discussion,10,15,BRB,115,BRB,115,Tue,10:00am,11:00am,,20202,1/19/2016,4/26/2016
CAS BI260 C3,Marine Biology,Buston,0,Discussion,4,15,BRB,115,BRB,115,Tue, 2:00pm, 3:00pm,,20202,1/19/2016,4/26/2016
CAS BI260 E1,Marine Biology,Buston,0,Discussion,8,15,PSY,B50,PSY,B50,Thu, 1:00pm, 2:00pm,Meets in BRB 219. 2nd Fl conferance Room,20202,1/21/2016,4/28/2016
CAS BI260 F1,Marine Biology,Buston,0,Discussion,0,15,BRB,115,BRB,115,Fri, 9:00am,10:00am,,20202,1/22/2016,4/29/2016
CAS BI260 F2,Marine Biology,Buston,0,Discussion,0,15,PRB,150,PRB,146,Fri,10:00am,11:00am,,20202,1/22/2016,4/29/2016
CAS BI282 C1,Fund Biology 2,Celenza,0,Discussion,1,5,BRB,121,BRB,121,Tue, 8:00am, 9:00am,Mts w/BI206 C1,20202,1/19/2016,4/26/2016
CAS BI282 D3,Fund Biology 2,Celenza,0,Discussion,3,6,COM,109,COM,109,Wed, 2:00pm, 3:00pm,Mts w/BI206 D3,20202,1/20/2016,4/27/2016
CAS BI302 A1,Vert Zoology,Wasserman,4,Lecture,20,40,CAS,226,CAS,226,"Tue,Thu",12:30pm, 2:00pm,,20202,1/19/2016,4/28/2016
CAS BI302 B1,Vert Zoology,Wasserman,0,Lab,10,20,SCI,407,SCI,407,"Tue,Thu", 2:00pm, 5:00pm,,20202,1/19/2016,4/28/2016
CAS BI302 B2,Vert Zoology,Wasserman,0,Lab,10,20,SCI,407,SCI,407,"Tue,Thu", 9:00am,12:00pm,,20202,1/19/2016,4/28/2016
CAS BI303 A1,Ecology,Stewart,4,Lecture,44,80,CAS,313,CAS,313,"Mon,Wed,Fri", 9:00am,10:00am,,20202,1/20/2016,4/29/2016
CAS BI303 B1,Ecology,Stewart,0,Lab,17,20,SCI,409,SCI,409,Mon, 2:00pm, 5:00pm,,20202,1/25/2016,4/25/2016
CAS BI303 C1,Ecology,Stewart,0,Lab,1,20,SCI,409,SCI,409,Tue, 2:00pm, 5:00pm,,20202,1/19/2016,4/26/2016
CAS BI303 D1,Ecology,Stewart,0,Lab,15,20,SCI,409,SCI,409,Wed, 2:00pm, 5:00pm,,20202,1/20/2016,4/27/2016
CAS BI303 F1,Ecology,Stewart,0,Lab,10,20,SCI,409,SCI,409,Fri, 2:00pm, 5:00pm,,20202,1/22/2016,4/29/2016
CAS BI306 A1,Bio Glob Change,Finzi,4,Lecture,32,40,PSY,B55,SCI,117,"Mon,Wed,Fri",10:00am,11:00am,,,1/20/2016,4/29/2016
CAS BI306 C1,Bio Glob Change,Finzi,0,Lab,19,20,SCI,409,SCI,409,Tue,10:00am, 1:00pm,,,1/19/2016,4/26/2016
CAS BI306 E1,Bio Glob Change,Finzi,0,Lab,13,20,SCI,409,SCI,409,Thu,10:00am, 1:00pm,,,1/21/2016,4/28/2016
CAS BI307 A1,Biogeography,Phillips,4,Independent,15,15,CAS,203,CAS,203,Wed, 4:00pm, 7:00pm,"Mts w/GE307 A1, Class Full",20202,1/20/2016,4/27/2016
CAS BI315 A1,Systems Physio,Widmaier,4,Lecture,142,330,LAW,AUD,LAW,AUD,"Tue,Thu",12:30pm, 2:00pm,,20202,1/19/2016,4/28/2016
CAS BI315 B1,Systems Physio,Seliga,0,Lab,22,22,SCI,440,SCI,440,Mon, 2:00pm, 5:00pm,Class Full,20202,1/25/2016,4/25/2016
CAS BI315 B2,Systems Physio,Seliga,0,Lab,17,22,SCI,440,SCI,440,Mon, 6:00pm, 9:00pm,,20202,1/25/2016,4/25/2016
CAS BI315 C1,Systems Physio,Seliga,0,Lab,12,22,SCI,440,SCI,440,Tue, 9:00am,12:00pm,,20202,1/19/2016,4/26/2016
CAS BI315 C2,Systems Physio,Seliga,0,Lab,13,22,SCI,440,SCI,440,Tue, 2:00pm, 5:00pm,,20202,1/19/2016,4/26/2016
CAS BI315 C3,Systems Physio,Seliga,0,Lab,3,22,SCI,438,SCI,438,Tue, 2:00pm, 5:00pm,,20202,1/19/2016,4/26/2016
CAS BI315 C4,Systems Physio,Seliga,0,Lab,2,22,SCI,440,SCI,440,Tue, 6:00pm, 9:00pm,,20202,1/19/2016,4/26/2016
CAS BI315 C5,Systems Physio,Seliga,0,Lab,0,22,SCI,438,SCI,438,Tue, 6:00pm, 9:00pm,,20202,1/19/2016,4/26/2016
CAS BI315 D1,Systems Physio,Seliga,0,Lab,20,22,SCI,440,SCI,440,Wed, 9:00am,12:00pm,,20202,1/20/2016,4/27/2016
CAS BI315 D2,Systems Physio,Seliga,0,Lab,1,22,SCI,438,SCI,438,Wed, 9:00am,12:00pm,,20202,1/20/2016,4/27/2016
CAS BI315 D3,Systems Physio,Seliga,0,Lab,22,22,SCI,440,SCI,440,Wed, 2:00pm, 5:00pm,Class Full,20202,1/20/2016,4/27/2016
CAS BI315 D4,Systems Physio,Seliga,0,Lab,8,22,SCI,438,SCI,438,Wed, 6:00pm, 9:00pm,,20202,1/20/2016,4/27/2016
CAS BI315 E1,Systems Physio,Seliga,0,Lab,9,22,SCI,440,SCI,440,Thu, 9:00am,12:00pm,,20202,1/21/2016,4/28/2016
CAS BI315 E2,Systems Physio,Seliga,0,Lab,17,22,SCI,440,SCI,440,Thu, 2:00pm, 5:00pm,,20202,1/21/2016,4/28/2016
CAS BI315 E3,Systems Physio,Seliga,0,Lab,4,22,SCI,440,SCI,440,Thu, 6:00pm, 9:00pm,,20202,1/21/2016,4/28/2016
CAS BI315 F1,Systems Physio,Seliga,0,Lab,3,22,SCI,440,SCI,440,Fri, 9:00am,12:00pm,,20202,1/22/2016,4/29/2016
CAS BI325 A1,Prin Neurosci,Ho,4,Lecture,24,73,SCI,117,SCI,117,"Tue,Thu", 2:00pm, 3:30pm,,20202,1/19/2016,4/28/2016
CAS BI325 B1,Prin Neurosci,Ho,0,Discussion,7,23,BRB,121,BRB,121,Mon, 3:00pm, 4:00pm,,20202,1/19/2016,4/29/2016
CAS BI325 B2,Prin Neurosci,Ho,0,Discussion,7,25,BRB,121,BRB,121,Wed, 3:00pm, 4:00pm,,20202,1/19/2016,4/29/2016
CAS BI325 B3,Prin Neurosci,Ho,0,Discussion,10,25,CAS,208,CAS,220,Thu, 1:00pm, 2:00pm,,20202,1/19/2016,4/29/2016
CAS BI385 A1,Immunology,Siggers,4,Lecture,120,120,SCI,113,SCI,113,"Mon,Wed,Fri", 1:00pm, 2:00pm,Class Full,20202,1/20/2016,4/29/2016
CAS BI385 B1,Immunology,Siggers,0,Discussion,26,30,PRB,148,PRB,148,Tue, 8:30am, 9:30am,,20202,1/19/2016,4/26/2016
CAS BI385 C1,Immunology,Siggers,0,Discussion,30,30,BRB,121,PRB,148,Wed,12:00pm, 1:00pm,Class Full,20202,1/20/2016,4/27/2016
CAS BI385 D1,Immunology,Siggers,0,Discussion,26,30,PRB,148,PRB,148,Thu, 8:30am, 9:30am,,20202,1/21/2016,4/28/2016
CAS BI385 E1,Immunology,Siggers,0,Discussion,30,30,BRB,121,PRB,148,Fri, 2:00pm, 3:00pm,Class Full,20202,1/22/2016,4/29/2016
CAS BI385 F1,Immunology,TBA,0,Discussion,0,20,SOC,B65,,,Tue, 9:30am,10:30am,,20202,1/19/2016,4/26/2016
CAS BI385 G1,Immunology,TBA,0,Discussion,0,20,SOC,B65,,,Wed,11:00am,12:00pm,,20202,1/20/2016,4/27/2016
CAS BI385 H1,Immunology,TBA,0,Discussion,0,20,SOC,B65,,,Thu, 9:30am,10:30am,,20202,1/21/2016,4/28/2016
CAS BI385 I1,Immunology,TBA,0,Discussion,0,20,PRB,146,,,Fri, 3:00pm, 4:00pm,,20202,1/22/2016,4/29/2016
CAS BI410 A1,Develop Biol,Bradham,4,Lecture,27,30,COM,215,COM,213,"Tue,Thu", 2:00pm, 3:30pm,Mts w/GRS BI610,20202,1/19/2016,4/28/2016
CAS BI410 B1,Develop Biol,Bradham,0,Discussion,15,15,PSY,B40,PSY,B40,Wed, 2:00pm, 3:00pm,"Mts w/GRS BI610, Class Full",20202,1/20/2016,4/27/2016
CAS BI410 B2,Develop Biol,Bradham,0,Discussion,11,15,PSY,B40,PSY,B40,Wed, 3:00pm, 4:00pm,Mts w/GRS BI610,20202,1/20/2016,4/27/2016
CAS BI411 A1,Microbiome,Frydman,4,Lecture,12,18,LSE,ARR,LSE,ARR,"Tue,Thu", 3:30pm, 5:00pm,"If class is full, email stacysf@bu.edu to get on the waitlist.",20202,1/19/2016,4/28/2016
,,,,Discussion,,,LSE,ARR,LSE,ARR,Thu, 5:00pm, 6:00pm,,,,
CAS BI416 A1,Herpetology,Schneider,4,Lecture,4,16,SED,208,SED,406,"Tue,Thu", 9:30am,11:00am,Mts w/GRS BI616 Email Stacy at stacysf@bu.edu to be put on waitlist.,,1/19/2016,4/28/2016
,,,,Lab,,,SCI,407,SCI,407,Wed, 3:00pm, 6:00pm,,,,
CAS BI422 AX,Biochemistry 2,Tolan,4,Lecture,1,15,,,,,Arranged,,,Placeholder. Students will be registered for a section.,20202,1/19/2016,4/29/2016
CAS BI422 A1,Biochemistry 2,Kornberg,4,Lecture,55,78,SCI,113,SCI,113,"Mon,Wed,Fri", 9:00am,10:00am,"Meets with CAS CH422 A1, GRS BI/CH622 A1 and MET CH422",20202,1/20/2016,4/29/2016
CAS BI422 BX,Biochemistry 2,Tolan,0,Lab,0,15,,,,,Arranged,,,Placeholder. Students will be registered for a section.,20202,1/19/2016,4/29/2016
CAS BI422 B1,Biochemistry 2,Kornberg,0,Lab,13,13,SCI,162,SCI,162,Fri, 1:00pm, 5:00pm,"Mts w/CH422 B1 Mts w/CAS CH422 Mts w/GRS BI/CH 622,BI/CH 528, MET CH 422 Mts w/CAS BI528, Class Full",20202,1/22/2016,4/29/2016
CAS BI422 B2,Biochemistry 2,Kornberg,0,Lab,6,13,SCI,162,SCI,162,Fri, 6:00pm,10:00pm,"Mts w/CAS BI528 Mts w/CAS CH422 Mts w/GRS BI/CH 622, BI/CH 528 MET CH 422",20202,1/22/2016,4/29/2016
CAS BI422 B3,Biochemistry 2,Kornberg,0,Lab,13,13,SCI,162,SCI,162,Tue, 6:00pm,10:00pm,"Mts w/CAS BI/CH 528, GRS BI/CH 622, CAS CH422 Mts w/MET CH422, Class Full",20202,1/19/2016,4/29/2016
CAS BI422 B4,Biochemistry 2,Kornberg,0,Lab,0,13,SCI,162,SCI,162,Wed,10:00am, 2:00pm,Mts w/CAS CH422 CAS BI/CH528 B4 GRS BI/CH622 B4 MET CH422 Mts w/GRS BI622 Mts w/GRS CH622,20202,1/20/2016,4/27/2016
